Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
PLCY103010,29,Female,Life,18424.42,1.3,0,0,626.03,574.94,Medium
PLCY103011,26,Female,Auto,30742.86,0.4,1,0,,464.48,Medium
PLCY103012,34,Male,Auto,32603.98,,0,0,349.16,428.3,Low
PLCY103013,42,Male,Auto,44267.84,17.8,2,0,647.21,466.58,Medium
PLCY103014,26,Male,Health,27253.32,2.7,0,0,950.42,1356.93,High
PLCY103015,31,Male,Health,45591.56,13.5,0,1,589.18,2361.51,Medium
PLCY103016,55,Female,Health,21483.99,5.5,0,0,248.54,253.3,Low
PLCY103017,39,Female,Auto,12791.06,3.1,0,0,251.95,317.11,Low
PLCY103018,43,Male,Health,17183.51,1.3,1,0,580.79,844.89,Medium
PLCY103019,18,Male,Health,13374.01,4.6,1,0,322.07,441.75,Low
PLCY103020,51,Female,Life,16917.31,7.2,0,0,310.01,327.22,Low
PLCY103021,35,Female,Auto,19970.28,12.8,2,0,294.25,271.74,Low
PLCY103022,44,Female,Health,14782.78,1.0,0,0,298.81,281.18,Low
PLCY103023,43,Male,Property,15950.41,0.7,2,0,620.25,492.57,Medium
PLCY103024,38,Male,Auto,11594.64,,2,0,351.35,575.05,Low
PLCY103025,34,Male,Health,18292.19,25.6,0,0,314.64,397.62,Low
PLCY103026,39,Female,Health,29174.53,2.2,0,0,902.71,495.68,High
PLCY103027,32,Male,Auto,,4.0,4,0,348.34,664.27,Low
PLCY103028,68,Male,Life,10037.33,18.7,0,0,539.72,731.29,Medium
PLCY103029,37,Female,Health,20244.3,,4,0,994.03,1455.85,High
PLCY103030,49,Male,Auto,17100.83,1.8,1,0,523.2,883.73,Medium
PLCY103031,51,Male,Life,21709.96,1.8,1,0,329.35,183.66,Low
PLCY103032,56,Female,Health,18274.69,12.9,10,0,638.35,1136.54,Medium
PLCY103033,53,Female,Health,15453.45,20.0,1,0,344.32,592.18,Low
PLCY103034,38,Female,Health,21135.42,0.1,0,0,265.63,396.85,Low
PLCY103035,53,Female,Auto,21353.53,0.5,0,0,225.92,125.01,Low
PLCY103036,59,Male,Property,30499.57,,1,0,581.64,944.25,Medium
PLCY103037,46,Female,Health,8434.32,6.7,2,0,,170.63,Low
PLCY103038,42,Male,Auto,16434.24,,0,0,267.83,482.93,Low
PLCY103039,28,Male,Auto,,6.4,0,0,379.8,657.25,Low
PLCY103040,54,Female,Property,55762.84,3.5,0,0,677.14,998.89,Medium
PLCY103041,21,Female,Life,33333.77,1.2,0,0,352.69,330.32,Low
PLCY103042,42,Female,Health,48006.09,1.4,0,0,325.72,253.07,Low
PLCY103043,28,Male,Life,29289.09,7.5,0,0,275.75,228.44,Low
PLCY103044,50,Male,Life,42032.45,10.3,0,0,560.97,1106.32,Medium
PLCY103045,27,Male,Health,41510.33,,0,0,995.46,1321.26,High
PLCY103046,26,Male,Auto,18817.88,8.2,0,0,275.78,520.17,Low
PLCY103047,19,Female,Property,14212.5,5.6,2,0,577.78,389.5,Medium
PLCY103048,35,Female,Auto,36604.92,1.9,0,0,300.13,579.52,Low
PLCY103049,22,Male,Auto,18807.49,,1,0,354.41,565.15,Low
PLCY103050,24,Female,Health,34724.94,1.5,0,0,992.32,1720.53,High
PLCY103051,49,Female,Property,26271.0,20.2,0,0,623.38,996.9,Medium
PLCY103052,52,Male,Health,7074.08,7.2,0,0,364.32,515.36,Low
PLCY103053,26,Female,Health,25393.32,0.6,0,0,383.19,215.25,Low
PLCY103054,30,Female,Health,18623.17,,0,0,1033.08,1027.09,High
PLCY103055,35,Male,Life,15440.72,0.0,3,0,603.13,698.32,Medium
PLCY103056,28,Other,Health,43877.7,0.6,3,0,585.91,311.52,Medium
PLCY103057,56,Male,Auto,9124.91,8.1,2,0,,416.23,Medium
PLCY103058,26,Other,Life,27006.32,6.6,2,0,289.17,556.11,Low
PLCY103059,38,Male,Health,18815.45,1.7,0,0,585.8,775.08,Medium
PLCY103060,33,Male,Life,23862.45,5.5,4,0,335.05,430.77,Low
PLCY103061,29,Other,Health,21911.27,2.6,0,0,238.66,446.64,Low
PLCY103062,27,Female,Auto,19120.45,1.7,0,0,349.37,639.59,Low
PLCY103063,51,Male,Life,35643.06,10.2,1,0,323.06,339.48,Low
PLCY103064,40,Female,Health,25306.33,14.8,0,0,257.64,329.6,Low
PLCY103065,42,Female,Life,43758.45,5.7,2,0,619.3,335.8,Medium
PLCY103066,65,Female,Health,37733.7,7.7,0,0,562.0,595.88,Medium
PLCY103067,51,Male,Property,13409.15,7.8,1,0,299.16,227.07,Low
PLCY103068,18,Female,Auto,58788.19,2.7,0,0,343.68,543.21,Low
PLCY103069,44,Female,Health,142047.48,12.7,3,0,1038.62,1577.21,High
PLCY103070,28,Male,Auto,21185.3,1.9,0,0,347.67,490.11,Low
PLCY103071,55,Male,Health,12540.3,17.0,1,0,,518.26,Low
PLCY103072,61,Male,Auto,13162.65,2.5,0,0,345.86,616.64,Low
PLCY103073,35,Male,Health,13274.39,6.8,0,0,263.1,444.06,Low
PLCY103074,29,Female,Life,10240.54,0.9,1,0,1049.11,911.79,High
PLCY103075,23,Male,Health,18626.66,7.6,1,1,415.32,1952.57,Low
PLCY103076,31,Male,Health,13672.07,,0,0,324.76,212.44,Low
PLCY103077,35,Male,Life,49230.92,,0,0,588.75,798.79,Medium
PLCY103078,36,Female,Life,46258.86,,0,0,230.65,129.09,Low
PLCY103079,28,Female,Auto,17954.82,11.7,3,0,1090.31,1983.78,High
PLCY103080,49,Male,Life,50716.89,4.1,0,0,,332.91,Low
PLCY103081,25,Male,Health,34621.05,30.0,4,0,998.78,1592.23,High
PLCY103082,27,Male,Health,6162.25,27.8,2,0,305.63,470.47,Low
PLCY103083,48,Male,Health,48174.39,3.0,1,0,520.76,762.39,Medium
PLCY103084,42,Female,Health,,12.1,1,0,1007.21,608.46,High
PLCY103085,59,Male,Auto,26797.9,6.6,0,0,591.52,448.31,Medium
PLCY103086,41,Female,Property,29485.74,23.9,2,0,573.72,772.04,Medium
PLCY103087,46,Female,Life,62264.02,29.2,0,0,314.81,599.39,Low
PLCY103088,37,Male,Auto,21012.38,,0,0,325.11,627.03,Low
PLCY103089,47,Male,Auto,23316.89,7.5,8,0,,438.77,Low
PLCY103090,50,Male,Property,24889.63,2.8,1,0,578.22,1013.52,Medium
PLCY103091,18,Female,Property,50532.58,6.4,1,0,362.93,204.6,Low
PLCY103092,45,Female,Health,18492.29,2.4,2,1,343.37,1016.27,Low
PLCY103093,27,Male,Auto,19469.94,5.0,0,0,229.35,353.05,Low
PLCY103094,33,Male,Health,19943.52,1.6,0,0,281.01,430.68,Low
PLCY103095,30,Male,Life,22770.85,7.4,0,0,565.37,331.28,Medium
PLCY103096,31,Male,Life,27878.13,4.5,0,0,,1061.28,Medium
PLCY103097,31,Female,Health,21260.58,0.6,0,0,257.14,352.34,Low
PLCY103098,21,Male,Health,36463.08,2.8,0,0,198.18,389.18,Low
PLCY103099,43,Male,Property,21210.65,1.9,0,0,650.63,948.03,Medium
PLCY103100,26,Male,Life,42788.81,5.2,1,0,300.27,301.67,Low
PLCY103101,39,Female,Health,17094.43,2.7,2,0,721.18,809.16,Medium
PLCY103102,53,Male,Auto,3951.97,4.0,0,0,310.35,556.31,Low
PLCY103103,63,Male,Health,14718.51,16.6,1,0,385.1,634.32,Low
PLCY103104,23,Female,Life,31364.5,6.0,0,0,647.65,823.56,Medium
PLCY103105,50,Male,Property,27704.82,4.0,4,0,672.41,994.99,Medium
PLCY103106,50,Male,Life,14163.97,5.2,0,0,265.07,426.37,Low
PLCY103107,18,Female,Health,21926.82,8.9,1,1,309.27,699.14,Low
PLCY103108,41,Male,Health,33406.24,0.9,3,0,589.58,458.08,Medium
PLCY103109,31,Female,Health,53806.26,0.5,0,0,279.63,341.23,Low
PLCY103110,39,Male,Life,12484.4,12.6,0,0,,939.22,Medium
PLCY103111,24,Male,Health,12135.61,0.2,0,0,625.79,702.54,Medium
PLCY103112,38,Male,Health,11091.71,6.5,0,0,632.7,621.62,Medium
PLCY103113,28,Female,Health,32349.97,2.5,0,0,356.9,696.73,Low
PLCY103114,19,Female,Health,12915.42,5.8,1,0,243.59,406.1,Low
PLCY103115,29,Female,Auto,18491.13,6.1,0,0,581.22,653.83,Medium
PLCY103116,64,Male,Auto,11562.1,3.1,0,0,323.47,458.32,Low
PLCY103117,34,Female,Auto,78252.22,,1,1,,3116.05,Medium
PLCY103118,31,Female,Health,20461.06,5.1,0,0,638.58,497.17,Medium
PLCY103119,35,Male,Health,25571.76,1.9,0,0,350.67,652.82,Low
PLCY103120,18,Male,Auto,13187.06,5.7,0,0,648.14,592.8,Medium
PLCY103121,41,Male,Health,15569.03,9.8,0,0,280.3,455.64,Low
PLCY103122,27,Female,Auto,13413.71,1.6,0,0,951.88,1374.82,High
PLCY103123,35,Female,Health,27378.68,15.1,3,0,238.16,248.72,Low
PLCY103124,52,Other,Life,25318.18,5.7,1,0,602.17,1161.03,Medium
PLCY103125,45,Male,Health,61727.55,4.0,0,0,939.8,1669.66,High
PLCY103126,51,Female,Health,41494.5,0.8,2,0,241.31,228.15,Low
PLCY103127,37,Male,Life,36049.85,7.8,0,0,575.4,450.8,Medium
PLCY103128,39,Male,Auto,116731.78,14.4,2,1,549.87,1721.82,Medium
PLCY103129,34,Female,Auto,37861.3,14.5,1,0,319.36,581.89,Low
PLCY103130,19,Female,Life,7985.7,14.0,0,1,302.57,734.09,Low
PLCY103131,23,Female,Auto,24412.35,3.3,8,0,272.94,422.82,Low
PLCY103132,25,Male,Life,11683.94,0.5,0,0,618.51,377.33,Medium
PLCY103133,46,Female,Life,10676.4,2.1,1,0,974.81,509.37,High
PLCY103134,31,Female,Property,12818.76,2.8,5,0,327.9,337.93,Low
PLCY103135,32,Other,Health,9807.14,0.6,0,0,389.41,562.93,Low
PLCY103136,22,Male,Health,12118.82,3.3,2,0,,754.24,Medium
PLCY103137,60,Female,Auto,25497.1,12.1,0,0,371.41,437.84,Low
PLCY103138,18,Female,Health,25359.53,0.8,0,0,313.5,393.55,Low
PLCY103139,53,Male,Health,64734.05,15.5,1,0,1022.84,968.74,High
PLCY103140,58,Male,Auto,30001.65,1.1,0,0,300.88,391.7,Low
PLCY103141,31,Female,Health,36000.7,11.5,1,0,297.23,418.69,Low
PLCY103142,46,Female,Health,6343.79,19.9,0,0,605.7,711.17,Medium
PLCY103143,55,Male,Health,15484.84,2.7,0,0,,344.09,Low
PLCY103144,33,Female,Auto,28883.3,2.4,1,0,565.12,1065.81,Medium
PLCY103145,37,Male,Auto,5198.85,0.4,5,0,661.43,633.24,Medium
PLCY103146,36,Female,Auto,24599.06,1.8,0,0,240.88,359.29,Low
PLCY103147,53,Female,Life,36843.49,,0,0,584.81,533.77,Medium
PLCY103148,33,Male,Auto,12913.89,1.7,8,0,597.07,1145.43,Medium
PLCY103149,26,Female,Auto,51994.33,19.3,0,0,245.61,154.24,Low
PLCY103150,26,Female,Health,9452.1,3.4,0,0,303.25,540.51,Low
PLCY103151,54,Female,Property,11435.03,14.2,0,0,569.95,301.2,Medium
PLCY103152,32,Male,Health,26288.8,9.8,2,0,290.16,352.57,Low
PLCY103153,48,Male,Auto,19996.29,4.0,0,0,351.82,416.97,Low
PLCY103154,41,Female,Health,44662.58,,0,0,339.34,570.58,Low
PLCY103155,32,Male,Auto,18570.13,7.4,0,0,314.09,230.11,Low
PLCY103156,39,Male,Life,19998.03,7.6,0,0,568.07,609.17,Medium
PLCY103157,33,Female,Health,22062.88,1.7,0,0,640.34,1000.38,Medium
PLCY103158,34,Male,Health,21021.96,0.7,0,0,239.73,431.0,Low
PLCY103159,41,Male,Life,,0.2,0,0,349.0,386.01,Low
PLCY103160,30,Female,Health,17353.95,4.0,0,0,298.07,404.15,Low
PLCY103161,32,Female,Auto,23587.8,1.4,2,1,653.89,1195.01,Medium
PLCY103162,38,Female,Health,26768.82,2.5,0,0,291.67,347.45,Low
PLCY103163,22,Male,Life,11181.92,3.1,0,0,294.83,392.6,Low
PLCY103164,18,Male,Health,29963.61,9.2,1,0,328.38,400.55,Low
PLCY103165,31,Male,Health,41136.24,22.4,2,0,250.18,190.74,Low
PLCY103166,31,Female,Auto,14641.41,,0,1,1101.09,2506.82,High
PLCY103167,48,Male,Health,39964.29,2.1,0,0,640.81,405.52,Medium
PLCY103168,28,Female,Auto,21576.88,2.1,5,0,562.28,913.95,Medium
PLCY103169,53,Female,Health,12046.93,0.8,1,1,947.96,2260.86,High
PLCY103170,40,Male,Health,25952.83,4.7,0,0,951.92,814.64,High
PLCY103171,35,Male,Health,17265.5,5.6,0,0,325.91,408.52,Low
PLCY103172,42,Female,Auto,23428.05,9.6,2,0,364.24,343.5,Low
PLCY103173,34,Male,Health,17563.67,3.1,0,0,202.32,165.2,Low
PLCY103174,34,Male,Auto,9696.47,2.9,2,1,726.08,3494.81,Medium
PLCY103175,49,Male,Health,15308.89,8.3,0,0,268.93,358.1,Low
PLCY103176,33,Female,Auto,14227.37,6.3,0,0,,541.43,Low
PLCY103177,42,Female,Health,8623.72,4.4,0,0,221.38,265.14,Low
PLCY103178,37,Male,Health,20579.83,5.5,0,0,980.03,549.87,High
PLCY103179,34,Male,Auto,42801.6,1.4,4,1,532.99,1316.91,Medium
PLCY103180,18,Female,Auto,27575.07,1.8,0,0,318.26,514.83,Low
PLCY103181,26,Male,Auto,10846.6,,0,0,536.69,361.36,Medium
PLCY103182,39,Female,Auto,21282.99,7.7,0,0,414.42,235.31,Low
PLCY103183,36,Male,Health,16718.39,4.0,0,0,308.23,180.36,Low
PLCY103184,40,Female,Auto,27552.56,4.2,0,0,354.23,669.39,Low
PLCY103185,56,Female,Auto,14009.74,7.7,0,0,,307.59,Low
PLCY103186,70,Female,Life,30174.4,3.8,0,0,542.15,368.47,Medium
PLCY103187,29,Female,Health,21936.13,3.9,0,0,341.78,469.93,Low
PLCY103188,35,Male,Auto,17994.39,,1,0,256.28,204.21,Low
PLCY103189,31,Male,Health,32271.18,5.0,8,1,287.75,634.86,Low
PLCY103190,40,Male,Health,41634.7,0.6,0,0,287.78,276.01,Low
PLCY103191,40,Male,Property,13659.68,4.4,0,0,290.11,199.35,Low
PLCY103192,26,Male,Health,48191.47,5.7,0,0,603.2,778.18,Medium
PLCY103193,53,Male,Health,20267.27,4.1,1,0,655.74,1255.69,Medium
PLCY103194,29,Female,Health,92094.42,0.8,3,0,396.72,675.89,Low
PLCY103195,27,Female,Auto,6889.85,0.8,0,0,314.23,505.48,Low
PLCY103196,21,Female,Auto,33220.91,2.3,0,0,323.91,598.86,Low
PLCY103197,18,Male,Health,11931.03,13.0,1,0,559.0,644.63,Medium
PLCY103198,45,Female,Life,20380.15,6.8,0,0,519.2,376.33,Medium
PLCY103199,57,Female,Auto,22812.67,9.8,0,0,191.45,352.19,Low
PLCY103200,32,Female,Health,23486.08,0.2,0,0,569.19,436.33,Medium
PLCY103201,25,Male,Auto,8515.73,2.7,2,0,361.04,394.03,Low
PLCY103202,41,Female,Health,22653.39,0.8,0,0,359.38,528.18,Low
PLCY103203,75,Female,Health,24672.24,5.6,3,1,594.98,1554.32,Medium
PLCY103204,52,Female,Health,,6.7,0,0,328.23,643.69,Low
PLCY103205,47,Male,Health,17395.3,1.1,0,0,924.58,1630.28,High
PLCY103206,28,Female,Auto,30564.12,0.1,1,0,595.43,655.09,Medium
PLCY103207,20,Male,Health,20476.4,0.2,0,0,180.94,92.91,Low
PLCY103208,46,Female,Health,35966.24,2.1,0,0,946.09,1172.98,High
PLCY103209,36,Male,Health,21170.96,3.0,0,0,570.48,709.86,Medium
PLCY103210,18,Male,Health,,1.4,1,0,329.19,520.31,Low
PLCY103211,49,Male,Health,23104.93,0.9,0,0,569.26,929.63,Medium
PLCY103212,43,Male,Health,26634.16,13.2,1,0,288.93,427.15,Low
PLCY103213,33,Female,Health,21957.46,4.2,10,0,615.37,694.26,Medium
PLCY103214,50,Female,Health,14683.39,6.7,0,0,538.96,298.73,Medium
PLCY103215,52,Female,Auto,21254.19,2.6,0,0,397.54,640.32,Low
PLCY103216,40,Male,Auto,10333.82,21.8,0,0,277.25,190.03,Low
PLCY103217,24,Male,Auto,17994.93,19.8,2,0,585.15,1001.36,Medium
PLCY103218,38,Female,Auto,,0.4,0,0,580.47,465.23,Medium
PLCY103219,27,Male,Life,26844.21,1.6,2,0,378.05,432.31,Low
PLCY103220,54,Female,Health,11857.78,3.1,1,0,237.53,284.9,Low
PLCY103221,42,Male,Auto,23422.19,15.2,1,0,295.58,465.45,Low
PLCY103222,47,Male,Health,24804.44,5.0,1,0,319.45,630.4,Low
PLCY103223,41,Male,Health,25809.03,6.9,0,0,954.22,1772.6,High
PLCY103224,31,Female,Health,18536.41,12.4,1,0,319.37,197.53,Low
PLCY103225,19,Female,Auto,30063.66,0.8,0,0,,680.46,Medium
PLCY103226,18,Female,Auto,16891.45,7.4,1,0,233.81,356.38,Low
PLCY103227,30,Male,Health,24381.09,2.9,2,0,226.85,148.07,Low
PLCY103228,36,Female,Auto,12676.6,7.2,1,0,288.58,499.94,Low
PLCY103229,31,Male,Life,17051.39,3.9,0,0,978.98,1753.76,High
PLCY103230,32,Female,Health,19249.65,,0,0,204.98,384.22,Low
PLCY103231,20,Female,Auto,23175.07,1.5,0,0,311.81,233.38,Low
PLCY103232,51,Male,Health,30183.25,0.3,0,0,1063.38,1561.03,High
PLCY103233,50,Female,Health,21902.67,2.8,0,0,966.39,1755.07,High
PLCY103234,40,Female,Property,43425.4,4.5,0,1,342.53,1345.78,Low
PLCY103235,20,Female,Auto,17419.67,0.2,2,0,325.49,207.61,Low
PLCY103236,41,Female,Health,52623.87,4.8,0,1,519.1,1286.13,Medium
PLCY103237,28,Male,Auto,31031.07,3.4,0,0,1015.21,1237.94,High
PLCY103238,28,Male,Life,44147.21,30.0,1,1,639.68,2511.84,Medium
PLCY103239,52,Male,Property,12009.5,11.3,0,0,290.55,160.51,Low
PLCY103240,63,Female,Health,14312.37,7.4,0,0,507.85,711.63,Medium
PLCY103241,38,Male,Life,31256.31,4.6,0,0,264.46,371.36,Low
PLCY103242,45,Male,Health,8413.33,,1,0,266.94,260.89,Low
PLCY103243,18,Male,Auto,46793.15,12.2,0,0,586.19,402.12,Medium
PLCY103244,36,Female,Health,12773.97,,0,0,199.48,354.25,Low
PLCY103245,48,Female,Life,10791.76,6.9,0,0,691.43,1337.98,Medium
PLCY103246,18,Female,Property,22388.21,21.4,0,1,529.38,2309.34,Medium
PLCY103247,42,Male,Auto,61961.83,0.8,0,0,289.46,413.64,Low
PLCY103248,44,Female,Health,41116.76,3.8,0,0,269.01,147.61,Low
PLCY103249,39,Female,Health,37098.22,14.1,0,0,970.04,1888.05,High
PLCY103250,43,Male,Auto,18777.51,3.7,6,0,306.58,293.03,Low
PLCY103251,38,Female,Health,,1.9,0,0,692.5,472.87,Medium
PLCY103252,40,Male,Auto,30437.81,4.3,3,0,384.55,633.74,Low
PLCY103253,54,Male,Property,21828.97,2.1,0,0,221.58,242.77,Low
PLCY103254,27,Female,Health,36688.84,11.3,0,0,283.6,537.21,Low
PLCY103255,31,Female,Health,26103.07,6.0,9,0,392.5,466.33,Low
PLCY103256,18,Male,Health,30731.39,2.3,0,0,,631.8,Medium
PLCY103257,39,Male,Health,22438.67,2.3,0,0,301.72,258.32,Low
PLCY103258,18,Female,Property,32057.28,3.6,0,0,363.17,464.26,Low
PLCY103259,21,Male,Auto,29783.04,26.4,2,0,248.9,282.12,Low
PLCY103260,24,Male,Life,11167.85,2.8,2,0,1065.11,1385.59,High
PLCY103261,26,Female,Life,18728.14,2.6,0,0,193.3,359.94,Low
PLCY103262,55,Male,Auto,22531.64,1.1,6,1,598.52,1243.94,Medium
PLCY103263,26,Female,Auto,22038.6,2.2,1,0,1065.58,1539.15,High
PLCY103264,39,Male,Auto,11946.1,,0,0,313.46,260.49,Low
PLCY103265,34,Female,Life,18978.64,1.1,0,0,657.28,1216.08,Medium
PLCY103266,29,Male,Property,34689.18,9.8,0,0,386.56,284.21,Low
PLCY103267,42,Male,Health,21432.87,,1,0,597.68,803.79,Medium
PLCY103268,21,Male,Health,7110.95,2.7,0,0,354.51,621.7,Low
PLCY103269,46,Male,Life,17855.86,0.2,0,0,693.12,799.37,Medium
PLCY103270,18,Male,Auto,19637.78,1.6,1,1,355.94,1259.19,Low
PLCY103271,51,Female,Auto,42867.66,6.8,0,0,255.51,155.2,Low
PLCY103272,53,Female,Health,33955.87,14.5,0,0,328.57,429.85,Low
PLCY103273,33,Female,Auto,28958.41,4.1,0,0,595.33,557.97,Medium
PLCY103274,46,Male,Life,66456.8,11.4,0,0,335.5,271.74,Low
PLCY103275,53,Female,Life,26249.73,0.7,0,0,295.15,294.03,Low
PLCY103276,18,Male,Property,21693.42,5.8,1,0,559.58,901.33,Medium
PLCY103277,44,Male,Health,21209.72,1.9,10,0,248.38,372.9,Low
PLCY103278,31,Male,Auto,19242.64,,2,0,621.41,747.97,Medium
PLCY103279,55,Male,Health,7789.57,16.7,4,1,1032.47,5111.36,High
PLCY103280,34,Female,Property,25021.93,5.4,0,0,306.85,253.47,Low
PLCY103281,56,Female,Health,32827.57,14.5,0,0,279.39,520.77,Low
PLCY103282,45,Male,Auto,18881.66,9.2,0,0,353.08,466.09,Low
PLCY103283,44,Male,Auto,31925.7,15.9,1,0,644.87,420.08,Medium
PLCY103284,44,Male,Property,12805.82,1.2,1,1,652.3,1034.87,Medium
PLCY103285,40,Male,Health,45881.28,5.2,0,0,1098.14,983.92,High
PLCY103286,47,Other,Health,18595.78,0.2,0,0,,398.56,Low
PLCY103287,53,Female,Auto,13168.49,0.1,1,0,689.42,801.4,Medium
PLCY103288,23,Male,Life,38859.39,2.7,0,0,291.83,336.25,Low
PLCY103289,39,Female,Auto,32652.42,0.1,1,0,311.69,260.97,Low
PLCY103290,36,Female,Life,34557.64,,0,0,314.73,182.48,Low
PLCY103291,18,Female,Health,21909.56,4.0,0,0,511.61,359.18,Medium
PLCY103292,38,Male,Property,22388.25,3.2,7,0,351.16,395.63,Low
PLCY103293,35,Male,Health,37870.5,,0,0,955.54,1796.02,High
PLCY103294,58,Female,Life,73123.77,6.7,0,0,319.38,412.6,Low
PLCY103295,30,Female,Health,24007.94,8.3,0,0,307.08,587.31,Low
PLCY103296,28,Female,Health,17322.06,2.0,1,0,588.23,516.83,Medium
PLCY103297,41,Male,Auto,16373.11,0.4,0,0,341.62,179.94,Low
PLCY103298,38,Female,Health,20271.53,,1,0,291.89,417.25,Low
PLCY103299,39,Female,Property,15712.96,0.7,0,0,244.2,325.58,Low
PLCY103300,35,Female,Auto,,5.1,0,0,266.3,475.44,Low
PLCY103301,36,Female,Property,23805.1,13.2,0,0,275.53,317.89,Low
PLCY103302,42,Female,Auto,32370.6,4.3,0,0,360.96,533.83,Low
PLCY103303,59,Male,Health,15438.17,10.1,0,0,303.1,174.99,Low
PLCY103304,49,Male,Auto,30796.37,2.6,0,0,316.88,362.16,Low
PLCY103305,41,Male,Health,6469.32,,0,0,373.56,692.16,Low
PLCY103306,48,Male,Property,49982.16,0.9,0,0,369.09,445.36,Low
PLCY103307,32,Female,Auto,33408.98,5.6,0,0,353.19,341.96,Low
PLCY103308,51,Male,Health,59286.95,3.0,0,0,1037.72,1325.83,High
PLCY103309,39,Female,Health,28929.81,2.9,0,0,616.13,801.57,Medium
PLCY103310,18,Female,Health,14443.76,0.9,3,0,269.23,385.0,Low
PLCY103311,38,Female,Health,28397.53,3.6,0,1,307.85,1284.64,Low
PLCY103312,18,Female,Health,,2.6,1,0,,326.0,Low
PLCY103313,40,Male,Health,26658.46,15.7,0,1,528.01,1142.03,Medium
PLCY103314,48,Male,Health,36869.34,0.1,0,0,361.59,368.67,Low
PLCY103315,23,Male,Health,12600.59,22.6,0,0,505.16,683.13,Medium
PLCY103316,46,Male,Auto,27842.24,2.6,0,0,450.98,250.58,Low
PLCY103317,31,Male,Auto,28932.8,3.9,1,0,578.77,774.96,Medium
PLCY103318,28,Male,Auto,25219.02,16.1,1,0,488.55,818.06,Medium
PLCY103319,25,Female,Life,29240.14,11.5,2,1,991.97,2321.44,High
PLCY103320,52,Male,Health,12524.5,3.1,0,1,662.01,1008.3,Medium
PLCY103321,53,Male,Life,16217.94,0.5,2,0,944.47,1555.07,High
PLCY103322,42,Male,Auto,27436.51,3.5,1,0,,254.96,Low
PLCY103323,60,Male,Health,66740.46,4.2,0,0,333.77,450.0,Low
PLCY103324,28,Male,Auto,41125.59,5.4,0,0,255.49,273.69,Low
PLCY103325,57,Male,Health,20881.74,2.8,1,0,345.22,519.31,Low
PLCY103326,42,Male,Health,,14.9,0,0,361.46,391.74,Low
PLCY103327,32,Female,Health,23249.99,0.9,0,0,557.83,718.21,Medium
PLCY103328,28,Female,Auto,16181.41,4.2,0,0,288.93,237.05,Low
PLCY103329,47,Female,Health,15150.84,0.7,0,0,617.5,462.47,Medium
PLCY103330,62,Female,Health,33430.59,3.2,0,0,1003.27,1017.93,High
PLCY103331,30,Male,Auto,14515.3,6.8,1,0,974.35,1240.9,High
PLCY103332,46,Female,Auto,22225.69,0.6,1,0,,358.8,Low
PLCY103333,48,Male,Health,40053.59,0.9,0,0,985.98,571.48,High
PLCY103334,30,Female,Auto,48045.11,0.3,0,0,412.72,263.87,Low
PLCY103335,42,Female,Property,,4.7,0,0,324.74,489.43,Low
PLCY103336,21,Male,Property,38477.64,1.8,0,0,198.27,276.12,Low
PLCY103337,54,Male,Auto,14285.38,6.7,0,0,244.46,184.09,Low
PLCY103338,63,Female,Health,17582.37,13.6,8,0,338.38,500.38,Low
PLCY103339,32,Male,Life,15946.61,4.4,3,0,736.58,851.09,Medium
PLCY103340,36,Male,Auto,,1.8,0,0,350.59,317.32,Low
PLCY103341,32,Male,Health,9215.41,0.2,10,0,617.56,326.63,Medium
PLCY103342,35,Male,Property,14987.5,2.8,1,0,344.73,276.53,Low
PLCY103343,43,Female,Health,36427.56,14.2,0,0,1005.6,1224.71,High
PLCY103344,21,Male,Health,11484.02,6.0,0,0,298.37,319.73,Low
PLCY103345,18,Male,Auto,17907.88,4.5,0,0,662.13,1289.49,Medium
PLCY103346,18,Female,Health,39380.87,0.2,1,0,1039.73,1083.93,High
PLCY103347,44,Male,Health,25880.87,0.1,0,0,1030.36,951.88,High
PLCY103348,22,Female,Auto,14501.88,2.3,0,0,270.03,327.73,Low
PLCY103349,42,Female,Life,24200.79,21.3,2,0,349.76,238.78,Low
PLCY103350,33,Male,Auto,14169.69,2.5,1,0,341.85,491.04,Low
PLCY103351,30,Male,Health,34013.55,5.7,0,0,588.39,620.83,Medium
PLCY103352,30,Female,Property,12599.6,2.6,1,0,,532.85,Low
PLCY103353,55,Female,Property,11929.64,26.4,0,0,295.16,196.65,Low
PLCY103354,54,Male,Life,54042.69,,0,0,314.83,211.77,Low
PLCY103355,19,Female,Health,18463.91,6.8,0,0,517.97,263.24,Medium
PLCY103356,42,Male,Auto,17858.71,1.4,0,0,578.56,488.57,Medium
PLCY103357,18,Female,Life,18354.81,,0,0,281.36,322.73,Low
PLCY103358,45,Female,Auto,21886.89,1.1,1,1,615.6,2257.49,Medium
PLCY103359,67,Female,Life,23319.54,9.3,1,0,441.63,490.79,Low
PLCY103360,31,Male,Life,24592.69,15.7,0,0,284.47,268.06,Low
PLCY103361,42,Female,Auto,32068.37,9.1,0,0,260.47,205.07,Low
PLCY103362,38,Male,Health,10338.07,,1,0,577.31,442.73,Medium
PLCY103363,66,Male,Property,,9.5,0,0,182.23,131.14,Low
PLCY103364,37,Male,Life,29229.24,13.0,1,0,314.83,273.81,Low
