,Customer_Age,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Claim_Income_Ratio,Premium_Income_Ratio,High_Claim,Claim_Premium_Diff,Gender_Male,Gender_Other,Policy_Type_Health,Policy_Type_Life,Policy_Type_Property,Age_Group_Adult,Age_Group_Mid-Age,Age_Group_Senior,Risk_Score_Label
1161,47,33832.82,15.6,1,0,318.26,626.97,0.018531414171210087,0.00940684223189199,True,308.71000000000004,1,0,1,0,0,0,1,0,0
1163,40,15401.86,5.2,0,0,297.77,323.72,0.021018240654050876,0.019333379215237638,False,25.950000000000045,0,0,1,0,0,1,0,0,0
1164,61,20923.25,11.6,0,0,627.32,746.34,0.0356703666973343,0.0299819578698338,True,119.01999999999998,1,0,0,0,0,0,0,1,1
1165,33,40084.47,6.1,0,0,277.18,153.34,0.0038254216657972527,0.0069148974652777,False,-123.84,0,0,0,0,0,1,0,0,0
1166,56,26663.71,6.9,1,0,580.0,605.48,0.022708017751468197,0.021752411798658177,True,25.480000000000018,0,0,0,0,0,0,1,0,1
1168,18,26324.06,9.9,2,0,323.93,298.67,0.011345894212366937,0.012305472636059939,False,-25.25999999999999,1,0,0,0,1,0,0,0,0
1169,39,21921.825,4.5,2,0,592.99,778.75,0.035523958429555934,0.027050211376105776,True,185.76,0,0,0,0,1,1,0,0,1
1170,55,20605.33,3.6,0,1,290.8,738.56,0.035843153203564314,0.01411285332484362,True,447.75999999999993,1,0,1,0,0,0,1,0,0
1173,37,9146.31,6.1,0,0,328.53,288.8,0.03157557528664565,0.03591940356274825,False,-39.72999999999996,0,0,0,0,0,1,0,0,0
1176,51,43515.85,18.8,1,0,987.83,1429.99,0.03286135971146146,0.0227004643135777,True,442.15999999999997,0,0,1,0,0,0,1,0,2
1177,39,20396.03,8.2,0,0,1015.94,1266.49,0.062094927297125964,0.04981067393997754,True,250.54999999999995,1,0,0,0,1,1,0,0,2
1178,42,15671.78,13.8,0,0,251.18,394.79,0.025191139742900933,0.016027534842883193,False,143.61,0,1,0,1,0,0,1,0,0
1182,43,12707.26,11.6,0,0,249.25,428.6,0.03372875033642186,0.01961477139839745,False,179.35000000000002,1,0,0,1,0,0,1,0,0
1184,23,8903.32,0.3,0,0,382.0,329.9,0.037053593490967415,0.04290534317535481,False,-52.10000000000002,0,0,0,0,1,0,0,0,0
1185,31,20025.01,1.5,0,1,614.57,1323.95,0.06611482341332164,0.030690122002435958,True,709.38,0,0,0,1,0,1,0,0,1
1186,40,22837.81,5.5,0,0,351.03,347.36,0.015209864693681224,0.015370563114414208,False,-3.669999999999959,1,0,1,0,0,1,0,0,0
1188,22,14980.44,0.1,0,0,567.4,784.23,0.052350264745227776,0.03787605704505341,True,216.83000000000004,0,0,1,0,0,0,0,0,1
1190,39,19344.37,4.9,0,0,574.02,682.43,0.03527796459641746,0.02967375003683242,True,108.40999999999997,1,0,1,0,0,1,0,0,1
1191,18,10516.11,14.8,2,0,188.52,234.59,0.02230767840960203,0.01792678091043171,False,46.06999999999999,0,0,0,1,0,0,0,0,0
1194,26,48987.66,1.2,1,0,313.19,582.53,0.01189136202872315,0.006393242706428517,True,269.34,1,0,1,0,0,1,0,0,0
1195,40,39074.91,2.0,1,0,339.53,256.15,0.0065553573891788865,0.008689207473542484,False,-83.38,1,0,0,1,0,1,0,0,0
1196,22,21250.74,2.9,0,0,276.87,172.57,0.008120658386484422,0.013028722764477849,False,-104.30000000000001,0,0,1,0,0,0,0,0,0
1198,18,13905.66,2.9,0,0,353.92,501.88,0.0360917784556792,0.025451506796513076,True,147.95999999999998,1,0,0,0,0,0,0,0,0
1199,26,18570.84,14.8,0,0,587.31,1062.36,0.05720581298422688,0.031625386896877036,True,475.04999999999995,0,0,1,0,0,1,0,0,1
1200,30,26003.38,12.6,0,0,393.14,260.54,0.010019466700098218,0.015118803786277014,False,-132.59999999999997,1,0,0,1,0,1,0,0,0
1204,41,27674.01,9.2,2,0,320.06,480.08,0.01734768470489098,0.011565364036509346,True,160.01999999999998,1,0,0,0,1,0,1,0,0
1205,60,20688.98,3.3,2,0,578.9,855.71,0.04136066640308029,0.027981079782570237,True,276.81000000000006,1,0,1,0,0,0,1,0,1
1208,58,21360.89,1.1,1,0,317.49,552.54,0.025866899740600694,0.014863144747246019,True,235.04999999999995,0,0,1,0,0,0,1,0,0
1210,45,20491.31,5.8,0,0,270.02,487.0,0.023766172099294772,0.013177293203802001,True,216.98000000000002,0,0,0,0,0,0,1,0,0
1212,37,18337.41,0.6,2,0,332.48,437.89,0.02387959913641021,0.018131240998592497,False,105.40999999999997,0,0,0,0,0,1,0,0,0
1213,18,30551.77,8.0,0,0,656.45,1166.73,0.038188622132203795,0.02148648016137854,True,510.28,0,0,1,0,0,0,0,0,1
1214,34,23879.05,6.5,0,0,642.82,1242.88,0.05204897179745426,0.026919831400327904,True,600.0600000000001,0,0,0,0,1,1,0,0,1
1215,37,21921.825,6.8,1,0,525.88,288.33,0.013152645822143,0.023988878663158745,False,-237.55,1,0,0,0,0,1,0,0,1
1217,53,16676.69,11.6,1,0,325.86,496.24,0.02975650443823085,0.01953984873497079,True,170.38,1,0,0,0,0,0,1,0,0
1222,35,32335.53,2.8,0,0,306.76,247.25,0.007646387735101296,0.009486778166308083,False,-59.50999999999999,0,0,1,0,0,1,0,0,0
1223,20,23406.09,6.3,0,0,252.21,399.37,0.017062653352183127,0.010775400761083975,False,147.16,0,0,1,0,0,0,0,0,0
1224,44,31659.55,11.5,1,0,351.03,480.04,0.015162565481821441,0.011087649698116365,True,129.01000000000005,0,0,0,0,0,0,1,0,0
1225,38,8678.19,2.2,0,0,273.26,469.93,0.05415069271357276,0.03148813289407123,True,196.67000000000002,0,0,1,0,0,1,0,0,0
1226,46,25460.72,5.2,1,0,262.79,330.1,0.012965069330325301,0.01032138918302389,False,67.31,1,0,0,1,0,0,1,0,0
1227,28,22645.09,2.1,0,0,621.75,318.05,0.014044987235643578,0.027456283017643118,False,-303.7,1,0,0,0,0,1,0,0,1
1228,35,21921.825,2.4,0,0,271.98,502.19,0.02290822046065964,0.01240681375752247,True,230.20999999999998,0,0,0,1,0,1,0,0,0
1229,35,21862.7,4.2,0,0,970.93,1448.99,0.06627680936023456,0.04441034272985495,True,478.06000000000006,0,0,1,0,0,1,0,0,2
1230,47,20603.93,0.5,1,0,591.26,514.85,0.024987951327732138,0.0286964671302999,True,-76.40999999999997,1,0,1,0,0,0,1,0,1
1231,23,18508.87,1.4,0,1,487.37,865.48,0.046760283042670894,0.026331699341991165,True,378.11,0,0,1,0,0,0,0,0,1
1233,44,20103.33,2.4,2,1,683.88,1421.82,0.07072559620719551,0.03401824473855824,True,737.9399999999999,1,0,1,0,0,0,1,0,1
1234,41,15333.69,4.9,2,0,247.42,454.0,0.029608006944186298,0.016135711625838267,False,206.58,0,0,1,0,0,0,1,0,0
1235,26,10378.25,5.4,1,0,549.6,944.99,0.09105485028786163,0.05295690506588298,True,395.39,1,0,1,0,0,1,0,0,1
1236,18,12988.84,18.4,1,0,568.81,888.1,0.06837408113426603,0.043792209311993985,True,319.2900000000001,0,0,0,0,0,0,0,0,1
1237,34,15852.0,13.5,2,0,652.03,831.0,0.052422407267221804,0.041132349230381025,True,178.97000000000003,1,0,1,0,0,1,0,0,1
1239,27,14404.43,1.6,0,0,307.56,370.33,0.025709451883899604,0.021351764700165157,False,62.76999999999998,1,0,1,0,0,1,0,0,0
1240,46,12662.6,11.7,0,1,331.99,909.32,0.07181147631608042,0.026218154249522216,True,577.33,0,0,1,0,0,0,1,0,0
1242,30,21921.825,0.7,1,0,958.71,959.67,0.0437769209452224,0.04373312897078596,True,0.9599999999999227,1,0,0,0,1,1,0,0,2
1244,24,50711.04,5.5,0,0,322.66,395.76,0.007804217779797062,0.006362717073047605,False,73.09999999999997,1,0,1,0,0,0,0,0,0
1246,58,40333.88,9.2,0,0,145.87,291.12,0.007217753412267801,0.0036165625523753237,False,145.25,0,0,0,0,0,0,1,0,0
1247,42,12812.82,5.6,1,0,351.92,650.14,0.05074136684976453,0.027466240843155527,True,298.21999999999997,0,0,0,0,0,0,1,0,0
1248,31,32228.17,0.0,0,0,211.45,347.32,0.010776907283286641,0.006561030303613267,False,135.87,1,0,1,0,0,1,0,0,0
1250,34,12785.68,0.7,1,0,208.02,134.65,0.01053131315659394,0.016269764298809292,False,-73.37,1,0,0,0,0,1,0,0,0
1251,22,16257.97,6.8,0,0,621.38,434.19,0.026706286209163876,0.03822002377910649,False,-187.19,0,0,0,1,0,0,0,0,1
1254,42,11953.97,5.8,1,1,329.93,1372.96,0.11485389372735585,0.027600035804004865,True,1043.03,1,0,1,0,0,0,1,0,0
1255,46,27478.28,2.7,0,0,210.55,270.51,0.009844502639903226,0.007662415551482844,False,59.95999999999998,0,0,1,0,0,0,1,0,0
1256,58,23240.3,3.3,0,0,301.1,432.34,0.01860303008136728,0.012955942909514939,False,131.23999999999995,1,0,1,0,0,0,1,0,0
1257,18,27902.65,5.8,1,0,584.17,819.21,0.029359576957744157,0.020936004286331224,True,235.04000000000008,1,0,0,1,0,0,0,0,1
1258,43,17022.35,6.1,0,0,689.16,860.03,0.05052357635696599,0.04048559687704694,True,170.87,1,0,1,0,0,0,1,0,1
1259,38,18455.26,4.9,2,0,304.27,510.95,0.02768587383759427,0.016486898586094156,True,206.68,1,0,1,0,0,1,0,0,0
1260,48,37991.67,4.1,1,0,257.4,430.26,0.011325114163183667,0.006775169398976144,False,172.86,0,0,1,0,0,0,1,0,0
1261,41,13844.34,11.5,1,0,262.45,492.65,0.03558493940483981,0.01895720561615794,True,230.2,1,0,1,0,0,0,1,0,0
1262,23,30168.17,0.1,1,0,284.2,553.77,0.018356101811942853,0.009420525010300591,True,269.57,1,0,1,0,0,0,0,0,0
1263,18,40323.29,6.8,0,0,566.69,923.95,0.022913556904706932,0.014053664767929403,True,357.26,1,0,0,0,0,0,0,0,1
1269,31,15620.24,4.5,0,0,354.91,369.12,0.023630878910951433,0.022721161774723053,False,14.20999999999998,1,0,1,0,0,1,0,0,0
1270,48,24472.8,14.2,0,0,305.55,372.74,0.015230786832728582,0.012485289791115035,False,67.19,0,0,1,0,0,0,1,0,0
1271,18,48671.05,4.9,1,0,347.8,246.95,0.005073858073741988,0.007145931719163651,False,-100.85000000000002,1,0,1,0,0,0,0,0,0
1272,43,23980.71,18.9,0,0,357.66,278.18,0.011600156959489523,0.014914487519343675,False,-79.48000000000002,0,0,0,0,0,0,1,0,0
1274,56,23174.41,4.3,1,0,607.35,678.7,0.02928661398499466,0.02620778695121041,True,71.35000000000002,0,0,0,0,1,0,1,0,1
1277,35,25614.04,2.7,0,0,574.38,599.43,0.023402399621457605,0.02242442035696048,True,25.049999999999955,1,0,1,0,0,1,0,0,1
1278,31,17483.49,4.9,0,0,658.81,452.1,0.025858681533263667,0.037681835834836176,False,-206.70999999999992,0,0,0,0,0,1,0,0,1
1279,22,10470.9,0.3,0,0,495.28,778.96,0.07439284111203431,0.04730061408283911,True,283.68000000000006,1,0,0,0,0,0,0,0,1
1280,39,18036.48,4.6,0,0,645.13,1044.76,0.057924827904336104,0.035768065609254135,True,399.63,0,0,0,0,1,1,0,0,1
1281,41,42656.74,4.9,0,0,297.65,576.68,0.01351908279910748,0.006977795302688391,True,279.03,1,0,0,0,0,0,1,0,0
1282,25,14879.15,1.5,1,0,152.31,298.52,0.0200629740274142,0.01023647184146944,False,146.20999999999998,0,0,0,1,0,0,0,0,0
1284,20,33267.44,8.6,0,1,308.94,1223.07,0.03676477661040344,0.009286557667196514,True,914.1299999999999,1,0,0,1,0,0,0,0,0
1285,35,23718.93,0.9,1,0,567.84,952.41,0.04015400357436023,0.023940371677811774,True,384.56999999999994,0,0,1,0,0,1,0,0,1
1286,42,21263.98,14.8,0,0,305.52,285.23,0.013413763556963467,0.01436795933780976,False,-20.289999999999964,0,0,1,0,0,0,1,0,0
1287,51,18978.32,1.4,2,1,630.91,1311.86,0.06912413743682265,0.0332437223105101,True,680.9499999999999,1,0,0,0,0,0,1,0,1
1288,67,21921.825,7.5,0,0,537.83,600.41,0.027388686845187384,0.024533997511612286,True,62.57999999999993,1,0,0,0,0,0,0,1,1
1289,25,18778.51,9.4,0,0,254.27,172.05,0.009162068769034392,0.013540477918642109,False,-82.22,1,0,1,0,0,0,0,0,0
1290,51,28308.74,1.3,0,0,361.23,564.44,0.01993871857242675,0.012760370118910272,True,203.21000000000004,1,0,0,0,0,0,1,0,0
1291,33,42062.37,0.6,0,0,261.23,223.08,0.005303552795527213,0.0062105392539697594,False,-38.150000000000006,0,0,0,0,0,1,0,0,0
1293,25,21456.35,4.9,1,0,329.0,598.41,0.027889645722594943,0.015333456063123505,True,269.40999999999997,1,0,1,0,0,0,0,0,0
1294,26,25205.11,13.2,0,0,564.07,379.07,0.01503941065918776,0.02237919215587633,False,-185.00000000000006,1,0,0,0,0,1,0,0,1
1295,59,15772.59,0.1,0,0,271.92,157.84,0.010007234068723019,0.017240034769178684,False,-114.08000000000001,1,0,0,0,0,0,1,0,0
1296,37,24717.6,4.5,0,0,263.14,167.12,0.006761174224034696,0.010645855584684597,False,-96.01999999999998,0,1,1,0,0,1,0,0,0
1297,65,14856.97,4.9,0,0,276.5,351.51,0.023659602193448596,0.018610793452500746,False,75.00999999999999,1,0,0,0,0,0,0,1,0
1298,44,49067.36,4.7,0,0,407.17,319.18,0.0065049352563496384,0.00829818437348168,False,-87.99000000000001,1,0,1,0,0,0,1,0,0
1301,66,39481.91,2.2,2,0,275.47,369.44,0.00935719675162625,0.006977119394679741,False,93.96999999999997,1,0,1,0,0,0,0,1,0
1302,50,18839.51,5.9,0,0,577.46,1124.13,0.05966874934645329,0.030651540300145816,True,546.6700000000001,0,0,0,0,0,0,1,0,1
1303,63,9955.56,4.9,0,0,256.56,421.13,0.042300985579917155,0.02577052420958741,False,164.57,0,0,0,0,0,0,0,1,0
1305,26,23597.1,0.5,1,0,277.93,363.89,0.015420962745422108,0.011778142229341742,False,85.95999999999998,1,0,1,0,0,1,0,0,0
1306,23,20671.39,9.4,0,0,335.78,177.12,0.008568364294805526,0.016243706881830394,False,-158.65999999999997,0,0,1,0,0,0,0,0,0
1307,33,34944.51,7.3,0,0,327.56,594.34,0.01700810799750805,0.009373718503993904,True,266.78000000000003,0,0,0,0,0,1,0,0,0
1308,22,25664.16,12.1,1,0,349.7,347.86,0.013554310758661106,0.013626006072281345,False,-1.839999999999975,0,0,0,0,1,0,0,0,0
1309,38,31076.84,4.2,1,0,616.99,778.44,0.025048878843537504,0.01985369168808669,True,161.45000000000005,0,0,0,0,1,1,0,0,1
1310,60,18745.81,4.9,2,0,322.93,572.84,0.030558295427084773,0.017226782945095463,True,249.91000000000003,0,0,0,0,0,0,1,0,0
1311,48,29076.62,4.9,1,0,643.0,720.34,0.02477385610844727,0.02211398711404558,True,77.34000000000003,1,0,0,1,0,0,1,0,1
1313,55,19989.45,3.4,0,0,363.92,712.07,0.035622290758375044,0.018205603455822946,True,348.15000000000003,0,0,0,0,1,0,1,0,0
1315,20,22327.82,2.0,0,0,268.93,426.6,0.019106209204481226,0.012044615193064078,False,157.67000000000002,1,0,1,0,0,0,0,0,0
1317,35,25959.21,2.9,0,0,588.7,341.12,0.013140615604249898,0.022677885806232166,False,-247.58000000000004,0,0,0,1,0,1,0,0,1
1318,55,39829.85,4.0,0,0,352.85,531.49,0.013344012091433937,0.008858933689180351,True,178.64,0,0,0,1,0,0,1,0,0
1319,29,22506.57,1.6,0,1,615.1,1307.41,0.058090148787665115,0.02732979747691452,True,692.3100000000001,0,0,0,0,0,1,0,0,1
1320,28,10729.87,14.7,0,0,269.34,161.21,0.01502441315691616,0.025101888466495862,False,-108.12999999999997,0,0,1,0,0,1,0,0,0
1321,33,15313.69,6.0,0,0,561.56,845.73,0.05522705500764349,0.03667045630413048,True,284.1700000000001,1,0,0,0,0,1,0,0,1
1322,36,19263.81,5.6,1,0,305.15,467.76,0.024281800952148092,0.015840583975859395,False,162.61,0,0,0,0,0,1,0,0,0
1323,30,45496.91,12.5,2,0,244.14,390.84,0.008590473506882114,0.0053660787073232,False,146.7,1,0,0,0,0,1,0,0,0
1324,42,11610.83,4.9,1,0,277.78,385.84,0.03323104377550959,0.02392421558148728,False,108.06,0,0,1,0,0,0,1,0,0
1325,27,23580.03,0.9,0,0,254.89,384.12,0.016290055610616274,0.010809570640919456,False,129.23000000000002,1,0,0,0,0,1,0,0,0
1326,32,14703.9,4.9,0,0,372.34,553.87,0.037668237678439055,0.025322533477512767,True,181.53000000000003,0,0,1,0,0,1,0,0,0
1327,40,41273.19,8.1,1,0,328.73,185.52,0.004494927578895646,0.007964734492293908,False,-143.21,1,0,0,0,0,1,0,0,0
1329,47,27534.28,7.1,0,0,267.99,302.71,0.010993931927764227,0.009732958334120231,False,34.71999999999997,1,0,0,0,1,0,1,0,0
1330,18,20138.7,4.4,0,0,957.14,819.07,0.04067144353905664,0.047527397498348944,True,-138.06999999999994,1,0,0,1,0,0,0,0,2
1331,43,12217.86,0.8,1,0,617.6,645.85,0.052861139348462004,0.050548950470868055,True,28.25,1,0,1,0,0,0,1,0,1
1332,29,30517.03,6.6,0,0,658.64,1071.37,0.03510728272050065,0.021582703166068258,True,412.7299999999999,1,0,0,0,0,1,0,0,1
1333,38,24005.29,1.1,0,0,270.58,140.23,0.005841629074258215,0.011271682200048405,False,-130.35,1,0,0,1,0,1,0,0,0
1334,26,17111.25,2.8,2,0,625.2,506.73,0.02961385053692746,0.036537365768135,True,-118.47000000000003,0,0,1,0,0,1,0,0,1
1335,39,22486.34,3.3,1,0,327.75,525.83,0.023384419162922915,0.014575515624152264,True,198.08000000000004,0,0,0,0,0,1,0,0,0
1336,35,10359.87,4.9,0,0,616.32,1219.79,0.11774182494567981,0.05949109400021429,True,603.4699999999999,1,0,0,0,0,1,0,0,1
1338,28,23629.58,4.9,0,0,252.25,482.08,0.020401547551839684,0.0106751791610346,True,229.82999999999998,0,0,0,0,0,1,0,0,0
1339,34,42642.45,4.2,1,0,219.3,430.84,0.01010354705229179,0.005142762669593328,False,211.53999999999996,0,0,1,0,0,1,0,0,0
1340,30,8469.09,1.2,0,0,589.38,493.93,0.05832149617019066,0.06959189239930146,True,-95.44999999999999,1,0,0,0,0,1,0,0,1
1341,41,13470.74,3.3,2,0,315.79,334.47,0.024829370918004506,0.023442661650362195,False,18.680000000000007,1,0,0,1,0,0,1,0,0
1342,18,8968.77,5.8,0,0,616.56,805.24,0.0897826569306605,0.06874521255422983,True,188.68000000000006,0,0,0,0,0,0,0,0,1
1344,30,47465.83,5.6,0,0,206.79,382.8,0.008064748894099187,0.004356607690205775,False,176.01000000000002,0,0,0,1,0,1,0,0,0
1345,64,15520.88,0.5,0,1,240.41,624.33,0.04022516764513353,0.015489456783378262,True,383.9200000000001,0,0,1,0,0,0,0,1,0
1346,62,24651.31,4.3,0,0,651.43,1087.81,0.044127877991068216,0.02642577615550654,True,436.38,1,0,1,0,0,0,0,1,1
1347,26,6640.34,13.5,0,0,529.58,667.03,0.10045118171659884,0.07975194041268972,True,137.44999999999993,1,0,0,0,0,1,0,0,1
1348,40,13872.7,10.6,1,0,341.39,504.71,0.03638152630706351,0.024608763975289594,True,163.32,0,0,0,0,1,1,0,0,0
1349,47,28219.21,8.2,0,0,258.35,253.22,0.00897331994765268,0.009155111004170564,False,-5.130000000000024,1,0,0,0,0,0,1,0,0
1350,29,29386.2,4.9,0,0,351.03,578.74,0.01969427826666939,0.011945402944239132,True,227.71000000000004,0,0,0,0,0,1,0,0,0
1351,31,29147.97,0.8,1,0,200.69,351.41,0.012056071143204828,0.006885213618649943,False,150.72000000000003,0,0,1,0,0,1,0,0,0
1353,54,19440.5,9.5,1,0,326.43,470.43,0.02419845168591343,0.016791234793343792,True,144.0,1,0,1,0,0,0,1,0,0
1354,42,27110.86,12.5,0,0,321.5,322.75,0.011904823380741149,0.011858716396307605,False,1.25,1,0,1,0,0,0,1,0,0
1357,28,7476.68,5.6,1,0,575.62,688.73,0.09211708940331804,0.07698871691713434,True,113.11000000000001,0,0,1,0,0,1,0,0,1
1358,48,14285.45,2.8,1,0,352.8,688.17,0.04817279119663713,0.02469645688445236,True,335.36999999999995,1,0,0,1,0,0,1,0,0
1359,31,24478.79,5.4,0,0,279.09,527.23,0.021538237796884567,0.011401298838708938,True,248.14000000000004,0,0,0,1,0,1,0,0,0
1361,33,28476.59,0.4,0,0,266.93,442.5,0.015539079644016365,0.009373664473169013,False,175.57,0,0,0,0,1,1,0,0,0
1362,59,35609.58,3.9,0,0,525.48,815.02,0.022887661129392705,0.01475670311191539,True,289.53999999999996,1,0,1,0,0,0,1,0,1
1363,51,38200.73,4.9,1,0,557.92,674.73,0.017662751470979742,0.01460495650214014,True,116.81000000000006,0,0,0,0,0,0,1,0,1
1365,26,8882.75,2.0,2,0,914.99,534.53,0.060176184177197375,0.10300751456474627,True,-380.46000000000004,1,0,0,1,0,1,0,0,2
1366,35,20990.38,2.1,0,0,346.11,524.7,0.02499716536813531,0.016488982095607608,True,178.59000000000003,1,0,1,0,0,1,0,0,0
1367,36,23032.93,2.3,2,0,349.23,195.66,0.008494794192488754,0.015162204721674576,False,-153.57000000000002,0,0,0,0,0,1,0,0,0
1368,39,36251.33,10.5,1,0,992.5,1069.24,0.029495193693583104,0.027378305844226954,True,76.74000000000001,0,0,0,1,0,1,0,0,2
1369,24,29308.75,4.9,0,0,518.93,442.79,0.015107774981874015,0.017705633983025545,False,-76.13999999999993,1,0,0,0,0,0,0,0,1
1371,51,18412.83,4.8,0,0,205.26,301.25,0.016360874455474794,0.011147661711969315,False,95.99000000000001,0,0,1,0,0,0,1,0,0
1372,36,7234.52,0.1,0,0,517.0,619.18,0.08558688067763998,0.07146293050541017,True,102.17999999999995,0,0,0,0,0,1,0,0,1
1376,41,30413.7,3.9,2,0,252.0,371.57,0.012217191594577443,0.008285739650223419,False,119.57,1,0,0,0,1,0,1,0,0
1377,42,10765.86,4.9,0,0,741.21,768.6,0.07139234580423673,0.0688481923413457,True,27.389999999999986,1,0,1,0,0,0,1,0,1
1378,40,21921.825,7.6,1,0,555.79,602.69,0.027492692784473922,0.02535327236669392,True,46.90000000000009,1,0,1,0,0,1,0,0,1
1379,36,15159.63,3.4,2,0,257.68,153.96,0.010155920691995782,0.01699777633095267,False,-103.72,0,0,1,0,0,1,0,0,0
1380,49,39095.41,9.9,1,0,250.5,164.43,0.004205864575918247,0.00640740178962185,False,-86.07,1,0,1,0,0,0,1,0,0
1383,38,24267.77,7.8,0,0,299.68,433.06,0.01784506775859504,0.012348889082103548,False,133.38,1,0,1,0,0,1,0,0,0
1384,26,19683.58,2.9,0,0,379.31,312.22,0.015861951941669148,0.019270376628641738,False,-67.08999999999997,1,0,0,0,0,1,0,0,0
1385,38,30707.93,0.3,1,0,338.74,462.62,0.015065163949507505,0.01103102683899566,False,123.88,1,0,0,1,0,1,0,0,0
1386,41,15014.33,6.4,0,0,288.78,569.57,0.03793509267479801,0.019233625476461486,True,280.7900000000001,0,0,1,0,0,0,1,0,0
1387,37,21921.825,2.3,0,0,192.15,140.12,0.00639180360211798,0.008765237383292677,False,-52.03,1,0,1,0,0,1,0,0,0
1389,20,29751.01,0.9,0,0,393.1,298.54,0.010034617312151757,0.013212996802461498,False,-94.56,0,0,0,1,0,0,0,0,0
1390,34,16812.15,2.5,0,0,267.09,355.4,0.021139473535508543,0.015886724779400608,False,88.31,0,0,1,0,0,1,0,0,0
1391,63,27605.59,1.9,0,0,313.33,402.12,0.014566614950088007,0.011350237397570564,False,88.79000000000002,1,0,1,0,0,0,0,1,0
1392,31,32445.36,17.6,1,0,628.81,986.68,0.030410511703368368,0.019380583232856713,True,357.87,0,0,0,0,1,1,0,0,1
1393,25,21921.825,5.5,0,0,250.98,451.28,0.02058587731632745,0.011448864316725454,False,200.29999999999998,0,0,0,0,1,0,0,0,0
1394,45,20928.49,7.2,0,0,282.92,407.14,0.019453864086706685,0.013518414371987659,False,124.21999999999997,1,0,0,0,0,0,1,0,0
1395,48,14473.89,4.9,0,0,274.44,286.15,0.019770082541735498,0.018961039499402026,False,11.70999999999998,0,0,0,0,1,0,1,0,0
1397,45,21921.825,2.7,0,0,364.98,652.01,0.029742505471145764,0.0166491612810521,True,287.03,0,0,0,0,0,0,1,0,0
1398,34,19350.2,0.2,1,0,613.16,346.91,0.01792798007255739,0.03168752777749067,False,-266.24999999999994,0,0,0,1,0,1,0,0,1
1401,37,26428.89,2.6,0,0,683.46,1187.44,0.04492962057808709,0.02586033692674948,True,503.98,0,1,1,0,0,1,0,0,1
1406,52,13872.23,10.5,0,0,290.5,538.14,0.038792609407427646,0.02094111761411107,True,247.64,0,0,0,0,0,0,1,0,0
1407,38,11425.24,15.8,1,0,190.63,380.09,0.033267572497382984,0.016684988674198528,False,189.45999999999998,1,0,0,0,0,1,0,0,0
1408,22,10582.75,5.9,1,0,577.38,728.25,0.06881481656469254,0.05455859771798446,True,150.87,0,0,0,0,0,0,0,0,1
1410,18,17612.92,3.2,1,0,351.03,1146.04,0.06506814315854498,0.01993025574407878,True,795.01,1,0,0,0,0,0,0,0,2
1412,56,10794.14,5.8,0,0,281.96,283.23,0.02623923721574855,0.026121580783647423,False,1.2700000000000387,1,0,1,0,0,0,1,0,0
1413,35,19517.97,3.6,0,1,346.2,687.13,0.035204993142217145,0.017737500365048207,True,340.93,0,0,1,0,0,1,0,0,0
1415,38,21921.825,1.3,0,0,553.02,573.15,0.026145177237752785,0.02522691427378879,True,20.129999999999995,1,0,1,0,0,1,0,0,1
1416,18,26353.88,8.0,1,0,633.42,1167.21,0.044289873066129165,0.024035170532764053,True,533.7900000000001,0,1,0,0,0,0,0,0,1
1417,24,10154.87,4.9,0,0,639.75,650.03,0.06401165155240786,0.06299932938580208,True,10.279999999999973,0,0,0,0,0,0,0,0,1
1418,57,20740.92,18.2,0,0,351.03,426.4,0.020558393745311203,0.016924514438125215,False,75.37,1,0,1,0,0,0,1,0,0
1419,60,21939.32,8.3,0,0,638.35,655.61,0.02988287695334222,0.029096161594798747,True,17.25999999999999,0,0,0,0,0,0,1,0,1
1420,46,18801.11,0.6,0,1,292.25,1231.25,0.06548815468873911,0.01554429499109361,True,939.0,1,0,0,0,0,0,1,0,0
1421,52,21140.13,9.7,0,0,390.73,683.72,0.032342279825147716,0.01848285701175915,True,292.99,1,0,1,0,0,0,1,0,0
1422,30,27869.43,2.7,0,0,1046.8,844.48,0.030301301461852646,0.037560868665057014,True,-202.31999999999994,1,0,1,0,0,1,0,0,2
1423,51,19450.7,8.2,0,0,341.75,181.52,0.009332311947641987,0.017570061745849762,False,-160.23,0,1,1,0,0,0,1,0,0
1424,19,32469.09,10.5,0,0,270.54,209.92,0.006465225850185515,0.00833223228615277,False,-60.62000000000003,0,0,0,1,0,0,0,0,0
1425,27,22210.28,3.7,0,0,344.2,381.47,0.017175380049238465,0.015497328264209187,False,37.27000000000004,1,0,1,0,0,1,0,0,0
1428,41,19344.45,7.6,0,0,317.91,167.82,0.008675356497600087,0.01643417104130642,False,-150.09000000000003,0,0,0,0,0,0,1,0,0
1429,60,22102.86,4.9,0,0,553.83,329.8,0.014921145951247938,0.025056938332867332,False,-224.03000000000003,0,0,0,0,1,0,1,0,1
1430,27,30589.22,2.1,1,0,656.1,1290.4,0.04218479582022686,0.02144873259272384,True,634.3000000000001,0,0,0,0,0,1,0,0,1
1431,19,14884.55,4.4,0,0,282.27,151.42,0.010172964584082152,0.01896395927320611,False,-130.85,1,0,0,0,0,0,0,0,0
1432,18,25732.74,2.2,1,0,335.82,419.03,0.016283924681164925,0.01305030090072025,False,83.20999999999998,1,0,0,0,0,0,0,0,0
